HGNC ID	Approved symbol	Approved name	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	RefSeq IDs	NCBI Gene ID	Ensembl gene ID
HGNC:34432	LINC02902	long intergenic non-protein coding RNA 2902	Approved	C7orf65	FLJ44108	7p12.3		NR_171030	401335	ENSG00000221845
HGNC:33712	LINC02903	long intergenic non-protein coding RNA 2903	Approved	C7orf66		7q31.1	AF103078	NR_171002	154907	ENSG00000205174
HGNC:32200	LINC02905	long intergenic non-protein coding RNA 2905	Approved	C8orf49	FLJ30972, G4DM	8p23.1	AK055534	NR_171032	606553	
HGNC:42974	LINC02906	long intergenic non-protein coding RNA 2906	Approved	C8orf87		8q22.1		NR_161372	389676	ENSG00000279847
HGNC:28581	LINC02907	long intergenic non-protein coding RNA 2907	Approved	C9orf62	MGC35463	9q34.3	BC034752	NR_171012	157927	ENSG00000178243
HGNC:31426	LINC02908	long intergenic non-protein coding RNA 2908	Approved	C9orf139	FLJ36268, FLJ42909	9q34.3		NR_171031	401563	ENSG00000180539
HGNC:27282	LINC02909	long intergenic non-protein coding RNA 2909	Approved	C12orf77		12p12.1	BC046192	NR_171024	196415	ENSG00000226397
HGNC:26601	LINC02910	symbol withdrawn, see [HGNC:27659](/data/gene-symbol-report/#!/hgnc_id/HGNC:27659)	Symbol Withdrawn	C20orf197	FLJ33860	20q13.33				
HGNC:44658	LINC02911	long intergenic non-protein coding RNA 2911	Approved	C16orf97		16q12.1			388276	ENSG00000261190
HGNC:32295	LINC02912	long intergenic non-protein coding RNA 2912	Approved	TMEM75	FLJ36105	8q24.21	AK093424	NR_103558	641384	ENSG00000280055
HGNC:31370	LINC02913	long intergenic non-protein coding RNA 2913	Approved	C9orf106	bA65J3.5	9q34.11	AK092588	NR_149714	414318	ENSG00000179082
HGNC:26375	LINC02914	long intergenic non-protein coding RNA 2914	Approved	C14orf177	FLJ25773	14q32.2	AK098639	NR_161368	283598	ENSG00000176605
HGNC:33797	LINC02915	long intergenic non-protein coding RNA 2915	Approved	C15orf54	FLJ39531	15q14		NR_144507	400360	ENSG00000175746
HGNC:55574	LINC02916	long intergenic non-protein coding RNA 2916	Approved		TCONS_00018175	10q11.21		NR_186397	124902415	ENSG00000230555
HGNC:55643	LINC02917	long intergenic non-protein coding RNA 2917	Approved			3q25.1				ENSG00000239941
HGNC:55649	LINC02918	long intergenic non-protein coding RNA 2918	Approved		AL357079.1	1p34.1			105378688	ENSG00000237950
HGNC:55653	LINC02919	long intergenic non-protein coding RNA 2919	Approved			6q24.2			105378032	ENSG00000237494
HGNC:55660	LINC02920	long intergenic non-protein coding RNA 2920	Approved			21q21.1				ENSG00000236471
HGNC:55664	LINC02921	symbol withdrawn, see [HGNC:48987](/data/gene-symbol-report/#!/hgnc_id/HGNC:48987)	Symbol Withdrawn			6q23.2				
HGNC:55667	LINC02922	long intergenic non-protein coding RNA 2922	Approved			3p25.1				ENSG00000235629
HGNC:55672	LINC02923	long intergenic non-protein coding RNA 2923	Approved			2p24.1			105374323	ENSG00000235497
HGNC:55719	LINC02924	long intergenic non-protein coding RNA 2924	Approved			3q29				ENSG00000232874
HGNC:55756	LINC02925	long intergenic non-protein coding RNA 2925	Approved		RP3-439F8.1	22q13.31				ENSG00000234869
HGNC:55776	LINC02926	long intergenic non-protein coding RNA 2926	Approved			19p13.2			105372278	ENSG00000230310
HGNC:55778	LINC02927	long intergenic non-protein coding RNA 2927	Approved			Xq28				ENSG00000230153
HGNC:55799	LINC02928	long intergenic non-protein coding RNA 2928	Approved			4q12			105377659	ENSG00000273257
HGNC:55812	LINC02929	long intergenic non-protein coding RNA 2929	Approved			10q21.2				ENSG00000285551
HGNC:55821	LINC02930	long intergenic non-protein coding RNA 2930	Approved			10q26.12			105378516	ENSG00000274461
HGNC:55853	LINC02931	long intergenic non-protein coding RNA 2931	Approved			Xq26.3				ENSG00000224765
HGNC:55875	LINC02932	long intergenic non-protein coding RNA 2932	Approved		RP11-115N4.1	7q21.13			105375392	ENSG00000243144
HGNC:55908	LINC02933	long intergenic non-protein coding RNA 2933	Approved		AC012213.3	8q22.3				ENSG00000266289
HGNC:55913	LINC02934	long intergenic non-protein coding RNA 2934	Approved		uc.65	2p14			105369168	ENSG00000204929
HGNC:55939	LINC02935	long intergenic non-protein coding RNA 2935	Approved		AL158212.1	10q25.2			107984158	ENSG00000225292
HGNC:55940	LINC02936	long intergenic non-protein coding RNA 2936	Approved		AC017074.1	2q14.1				ENSG00000227359
HGNC:55942	LINC02937	long intergenic non-protein coding RNA 2937	Approved			9q22.2			100507103	ENSG00000230537
HGNC:55952	LINC02938	long intergenic non-protein coding RNA 2938	Approved			13q14.11				ENSG00000230731
HGNC:55954	LINC02939	long intergenic non-protein coding RNA 2939	Approved			22q13.31		NR_148973	642648	ENSG00000235159
HGNC:55955	LINC02940	long intergenic non-protein coding RNA 2940	Approved		CCMAlnc	21q22.2			102724740	ENSG00000235888
HGNC:55956	LINC02941	long intergenic non-protein coding RNA 2941	Approved			6q24.1		NR_121622	100507477	ENSG00000236013
HGNC:55957	LINC02942	long intergenic non-protein coding RNA 2942	Approved			1q32.2			124904497	ENSG00000237074
HGNC:55958	LINC02943	long intergenic non-protein coding RNA 2943	Approved			21q22.2			107985484	ENSG00000237609
HGNC:55959	LINC02944	long intergenic non-protein coding RNA 2944	Approved			10q26.11			101927760	ENSG00000238276
HGNC:55960	LINC02945	long intergenic non-protein coding RNA 2945	Approved		AC004704.1	4q25				ENSG00000249815
HGNC:27680	LINC02946	long intergenic non-protein coding RNA 2946	Approved		RMEL1	2q12.2		NR_038891	285000	ENSG00000287036
HGNC:55962	LINC02947	long intergenic non-protein coding RNA 2947	Approved			8q11.21			105375822	ENSG00000253140
HGNC:55963	LINC02948	long intergenic non-protein coding RNA 2948	Approved			8p12			105379351	ENSG00000253182
HGNC:55964	LINC02949	long intergenic non-protein coding RNA 2949	Approved			8p23.1			124901880	ENSG00000253505
HGNC:55965	LINC02950	long intergenic non-protein coding RNA 2950	Approved			8p23.1				ENSG00000254153
HGNC:55967	LINC02951	long intergenic non-protein coding RNA 2951	Approved			11q14.1				ENSG00000255503
HGNC:55968	LINC02952	long intergenic non-protein coding RNA 2952	Approved			11q13.3				ENSG00000255606
HGNC:55970	LINC02953	long intergenic non-protein coding RNA 2953	Approved			11q13.3		NR_172877	102724265	ENSG00000255980
HGNC:55972	LINC02954	long intergenic non-protein coding RNA 2954	Approved			11q12.2				ENSG00000256733
HGNC:55973	LINC02955	long intergenic non-protein coding RNA 2955	Approved			12p12.1			107984516	ENSG00000256995
HGNC:55976	LINC02956	long intergenic non-protein coding RNA 2956	Approved			11q13.3				ENSG00000259854
HGNC:55977	LINC02957	long intergenic non-protein coding RNA 2957	Approved			9q22.2			105376144	ENSG00000260454
HGNC:55981	LINC02958	long intergenic non-protein coding RNA 2958	Approved			18q11.2			107985181	ENSG00000265752
HGNC:55982	LINC02959	long intergenic non-protein coding RNA 2959	Approved			19q12				ENSG00000267599
HGNC:55985	LINC02960	long intergenic non-protein coding RNA 2960	Approved			14q32.11				ENSG00000275198
HGNC:55986	LINC02961	long intergenic non-protein coding RNA 2961	Approved		PP2672	1q42.3		NR_148962	100130249	ENSG00000279261
HGNC:53945	LINC02963	long intergenic non-protein coding RNA 2963	Approved		lncRNA-p3134	12p11.1				ENSG00000255652
HGNC:53487	LINC02964	long intergenic non-protein coding RNA 2964	Approved			8q24.13			105375746	ENSG00000286122
HGNC:56003	LINC02965	long intergenic non-protein coding RNA 2965	Approved		CTC-523E23.5, lnc-ZNF30-3	19q13.11				ENSG00000269086
HGNC:56006	LINC02966	long intergenic non-protein coding RNA 2966	Approved		AC016745.3	2q14.1			101927400	ENSG00000234997
HGNC:56007	LINC02967	long intergenic non-protein coding RNA 2967	Approved		AL035661.1	20p11.21			105372578	ENSG00000274173
HGNC:56008	LINC02968	long intergenic non-protein coding RNA 2968	Approved		AL683807.1	Xp22.33 and Yp11.2			105373105	ENSG00000223511
HGNC:56010	LINC02970	long intergenic non-protein coding RNA 2970	Approved			20q13.33			105372712	ENSG00000273812
HGNC:56012	LINC02971	long intergenic non-protein coding RNA 2971	Approved		AL391832.1	1q42.3				ENSG00000237520
HGNC:56013	LINC02972	long intergenic non-protein coding RNA 2972	Approved		AC092490.1	12p13.31				ENSG00000249790
HGNC:56015	LINC02973	long intergenic non-protein coding RNA 2973	Approved		AC010904.2	2p25.1				ENSG00000272002
HGNC:56017	LINC02974	long intergenic non-protein coding RNA 2974	Approved		AP005671.1	18p11.31				ENSG00000266288
HGNC:56025	LINC02975	long intergenic non-protein coding RNA 2975	Approved		AL161785.1	9q34.11			101929331	ENSG00000224307
HGNC:56026	LINC02976	long intergenic non-protein coding RNA 2976	Approved		RP3-475N16.1	6p21.1				ENSG00000231113
HGNC:56036	LINC02977	long intergenic non-protein coding RNA 2977	Approved		RP11-4O1.2	9q31.3			105376220	ENSG00000259953
HGNC:56041	LINC02978	long intergenic non-protein coding RNA 2978	Approved			17q11.2				ENSG00000265743
HGNC:56043	LINC02979	long intergenic non-protein coding RNA 2979	Approved		RP11-703I16.1	18p11.21				ENSG00000267480
HGNC:56046	LINC02980	long intergenic non-protein coding RNA 2980	Approved			6p22.2				ENSG00000272462
HGNC:56055	LINC02981	long intergenic non-protein coding RNA 2981	Approved			7p15.2		NR_148505	441204	ENSG00000214870
HGNC:56056	LINC02982	long intergenic non-protein coding RNA 2982	Approved			5p15.33		NR_104614	100506688	ENSG00000215246
HGNC:56060	LINC02983	long intergenic non-protein coding RNA 2983	Approved			7p22.1		NR_171035	100129484	ENSG00000234432
HGNC:56063	LINC02984	long intergenic non-protein coding RNA 2984	Approved		PROCA11, lnc-OPRK1-3, RP11-400K9.4	8q11.23			100507516	ENSG00000237807
HGNC:56073	LINC02985	long intergenic non-protein coding RNA 2985	Approved		AC156455.1	12q24.31		NR_135044	100506691	ENSG00000256546
HGNC:56083	LINC02986	long intergenic non-protein coding RNA 2986	Approved			8q21.13				ENSG00000260317
HGNC:56093	LINC02987	long intergenic non-protein coding RNA 2987	Approved			19q11		NR_146733	101927151	ENSG00000267575
HGNC:56098	LINC02988	long intergenic non-protein coding RNA 2988	Approved			1q21.2		NR_135098	105371433	ENSG00000285554
HGNC:56100	LINC02989	long intergenic non-protein coding RNA 2989	Approved		lnc-MICAL2-1	11p15.3				ENSG00000255400
HGNC:56101	LINC02990	symbol withdrawn, see [HGNC:51203](/data/gene-symbol-report/#!/hgnc_id/HGNC:51203)	Symbol Withdrawn		AC105118.1, RP11-909N17.2	8q24.3				
HGNC:33810	LINC02991	long intergenic non-protein coding RNA 2991	Approved			2q37.3		NR_172921	401040	ENSG00000196758
HGNC:49287	LINC02992	long intergenic non-protein coding RNA 2992	Approved			2q14.1			100499194	
HGNC:56105	LINC02993	long intergenic non-protein coding RNA 2993	Approved			2q22.3			105373656	ENSG00000287115
HGNC:56109	LINC02994	long intergenic non-protein coding RNA 2994	Approved			4q21.23		NR_125909	101928978	ENSG00000250546
HGNC:27744	LINC02995	long intergenic non-protein coding RNA 2995	Approved			5q35.2		NR_027108	285593	ENSG00000253955
HGNC:56112	LINC02996	long intergenic non-protein coding RNA 2996	Approved		TCONS_00010315	5p13.1		NR_104635	101926960	
HGNC:56113	LINC02997	long intergenic non-protein coding RNA 2997	Approved			5q13.1		NR_130779	101928858	ENSG00000249364
HGNC:56114	LINC02998	long intergenic non-protein coding RNA 2998	Approved		TCONS_00010334	5q11.2		NR_104658	102467080	
HGNC:56115	LINC02999	long intergenic non-protein coding RNA 2999	Approved			5q31.1		NR_105044	102546229	ENSG00000250564
HGNC:56116	LINC03000	long intergenic non-protein coding RNA 3000	Approved			5q34			105377703	ENSG00000241956
HGNC:56118	LINC03001	long intergenic non-protein coding RNA 3001	Approved		TCONS_00011222	6p11.2			100506188	
HGNC:56123	LINC03002	long intergenic non-protein coding RNA 3002	Approved			6q23.2		NR_125855	101928304	ENSG00000232310
HGNC:56126	LINC03003	long intergenic non-protein coding RNA 3003	Approved			6p22.1		NR_134630	101929006	ENSG00000290496
HGNC:56128	LINC03004	long intergenic non-protein coding RNA 3004	Approved			6q23.3		NR_125867	102723649	ENSG00000230533
HGNC:56130	LINC03005	long intergenic non-protein coding RNA 3005	Approved			6p22.3		NR_134613	105374972	
HGNC:56131	LINC03006	long intergenic non-protein coding RNA 3006	Approved			7q11.21		NR_038378	441242	ENSG00000290926
HGNC:56132	LINC03007	long intergenic non-protein coding RNA 3007	Approved		AC005165.1, AC003090.1	7p15.2		NR_157808	646588	ENSG00000223561
HGNC:56133	LINC03008	long intergenic non-protein coding RNA 3008	Approved			7q32.2		NR_149033	100128325	ENSG00000229196
HGNC:56134	LINC03009	long intergenic non-protein coding RNA 3009	Approved			7q11.23			100133091	ENSG00000290873
HGNC:56135	LINC03010	long intergenic non-protein coding RNA 3010	Approved			7q36.3		NR_147174	100286906	ENSG00000218672
HGNC:56136	LINC03011	long intergenic non-protein coding RNA 3011	Approved			7q11.21		NR_134570	100289098	ENSG00000237310
HGNC:56139	LINC03012	long intergenic non-protein coding RNA 3012	Approved			7q31.33		NR_110024	100506682	ENSG00000226770
HGNC:56140	LINC03013	long intergenic non-protein coding RNA 3013	Approved			7p14.2		NR_108082	100506725	ENSG00000227544
HGNC:56142	LINC03014	long intergenic non-protein coding RNA 3014	Approved			7p22.3		NR_108064	100507642	ENSG00000240859
HGNC:56143	LINC03015	long intergenic non-protein coding RNA 3015	Approved			7p22.3		NR_134325	102723672	ENSG00000242474
HGNC:56145	LINC03016	long intergenic non-protein coding RNA 3016	Approved			7p21.3		NR_108073	101927354	ENSG00000230825
HGNC:56146	LINC03017	long intergenic non-protein coding RNA 3017	Approved			7q21.11		NR_110079	101927378	ENSG00000235139
HGNC:27837	LINC03018	long intergenic non-protein coding RNA 3018	Approved			8q12.1		NR_134276	286178	ENSG00000254139
HGNC:27982	LINC03019	long intergenic non-protein coding RNA 3019	Approved		RP11-252C15.1	8p23.1-p22	BC043360	NR_152742	340357	ENSG00000254813
HGNC:56148	LINC03020	long intergenic non-protein coding RNA 3020	Approved			8q13.3		NR_110653	101926892	ENSG00000253967
HGNC:56149	LINC03021	long intergenic non-protein coding RNA 3021	Approved			8p23.2		NR_125425	101927815	ENSG00000254319
HGNC:56151	LINC03022	long intergenic non-protein coding RNA 3022	Approved		LINCR-0001	8p23.1		NR_120604	101929191	ENSG00000253641
HGNC:56154	LINC03023	long intergenic non-protein coding RNA 3023	Approved			8p21.3		NR_130773	102467222	ENSG00000254026
HGNC:56155	LINC03024	long intergenic non-protein coding RNA 3024	Approved			8q24.22		NR_134462	105375773	
HGNC:56158	LINC03025	long intergenic non-protein coding RNA 3025	Approved			9p11.2		NR_015361	440896	ENSG00000276462
HGNC:56164	LINC03026	long intergenic non-protein coding RNA 3026	Approved			9q22.1		NR_135137	102724156	ENSG00000287750
HGNC:48681	LINC03027	long intergenic non-protein coding RNA 3027	Approved			10p12.2		NR_036533	100499489	
HGNC:56168	LINC03028	long intergenic non-protein coding RNA 3028	Approved			10p12.1			101929117	ENSG00000236894
HGNC:56169	LINC03029	long intergenic non-protein coding RNA 3029	Approved			10q11.22		NR_134499	105378292	
HGNC:56171	LINC03030	long intergenic non-protein coding RNA 3030	Approved			11q14.1		NR_130930	646029	
HGNC:56174	LINC03031	long intergenic non-protein coding RNA 3031	Approved			11p13		NR_120526	100506675	ENSG00000254584
HGNC:56192	LINC03032	long intergenic non-protein coding RNA 3032	Approved			13q34		NR_148221	105370361	ENSG00000279965
HGNC:44292	LINC03033	long intergenic non-protein coding RNA 3033	Approved		LncRNA-CAF, FLJ22447	14q23		NR_039985	400221	ENSG00000232774
HGNC:54360	LINC03034	long intergenic non-protein coding RNA 3034	Approved			15q13.3		NR_171016	283710	ENSG00000259772
HGNC:56211	LINC03035	long intergenic non-protein coding RNA 3035	Approved			18q21.2			105372125	
HGNC:56220	LINC03036	long intergenic non-protein coding RNA 3036	Approved		TP53LC01	10q26.11		NR_186540	125177373	ENSG00000229272
HGNC:56227	LINC03037	long intergenic non-protein coding RNA 3037	Approved		TP53LC17	2p25.1				ENSG00000230952
HGNC:56234	LINC03039	long intergenic non-protein coding RNA 3039	Approved		lncSIK1	21q22.3			105377137	
HGNC:28692	LINC03040	long intergenic non-protein coding RNA 3040	Approved	C6orf223	MGC45491	6p21.1	BC032706	NR_160954	221416	ENSG00000181577
HGNC:19054	LINC03041	long intergenic non-protein coding RNA 3041	Approved	C9orf92	Em:AL513424.1	9p22.3		NR_171034	100129385	ENSG00000205549
HGNC:33774	LINC03042	long intergenic non-protein coding RNA 3042	Approved	C8orf86	FLJ43582	8p11.22	BC137511	NR_167676	389649	ENSG00000196166
HGNC:51256	LINC03043	long intergenic non-protein coding RNA 3043	Approved	C7orf77		7q31.33		NR_167671	154872	ENSG00000275356
HGNC:56250	LINC03044	long intergenic non-protein coding RNA 3044	Approved		Lnc524369	8q22.3			105375674	ENSG00000253395
HGNC:56262	LINC03046	long intergenic non-protein coding RNA 3046	Approved		AC010789.1	10q24.32				ENSG00000224817
HGNC:56265	LINC03047	long intergenic non-protein coding RNA 3047	Approved		KB-1980E6.3	8q22.3			107986898	ENSG00000253633
HGNC:56272	LINC03048	long intergenic non-protein coding RNA 3048	Approved			17q25.3		NR_164137	100130370	ENSG00000262223
HGNC:56282	LINC03049	symbol withdrawn, see [HGNC:52592](/data/gene-symbol-report/#!/hgnc_id/HGNC:52592)	Symbol Withdrawn		CTC-523E23.11	19q13.11				
HGNC:56283	LINC03050	long intergenic non-protein coding RNA 3050	Approved		AC007389.3	2p14				ENSG00000235725
HGNC:56330	LINC03051	long intergenic non-protein coding RNA 3051	Approved		Lnc-LSAMP-1	3q13.32				ENSG00000239268
HGNC:56335	LINC03052	long intergenic non-protein coding RNA 3052	Approved		AC009237.14, lncRNA799	2q11.1				ENSG00000272913
HGNC:56342	LINC03053	long intergenic non-protein coding RNA 3053	Approved		AC092198.1	Xp11.4			124905179	ENSG00000223486
HGNC:56349	LINC03054	long intergenic non-protein coding RNA 3054	Approved		AC022915.1	8q11.21		NR_105004	101929217	ENSG00000253455
HGNC:56352	LINC03055	long intergenic non-protein coding RNA 3055	Approved			6p25.1			105374902	
